object_id,policy,seed,step_index,history_anchor_ids,acquired_view_count_before,acquired_view_count_after,valid_candidate_mask,selected_anchor,selected_true_gain,oracle_true_gain,coverage_before,coverage_after,normalized_regret,spearman,ndcg_at_5,policy_ms,acquisition_ms,process_rss_bytes,process_rss_delta_bytes,peak_cuda_allocated_bytes,profiling_mode
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,4,"[0, 18, 22, 28, 32]",5,6,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",37,0.019139793444758815,0.019139793444758815,0.8472674322800257,0.8664072257247846,0.0,1.0,1.0,0.0023980028345249593,0.759995004045777,906153984,0,,analytic_cpu
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,5,"[0, 18, 22, 28, 32, 37]",6,7,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, false, true, true, true, true, true, false, true, true, true, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]",19,0.013907760225048658,0.013907760225048658,0.8664072257247846,0.8803149859498332,0.0,1.0,1.0,0.0033959950087592006,0.756996996642556,906153984,0,,analytic_cpu
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,6,"[0, 18, 22, 28, 32, 37, 19]",7,8,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, true, true, false, true, true, true, true, true, false, true, true, true, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]",17,0.010771335285814476,0.010771335285814476,0.8803149859498332,0.8910863212356477,0.0,0.9999999999999999,1.0,0.002497996320016682,0.012887998309452087,906153984,0,,analytic_cpu
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,7,"[0, 18, 22, 28, 32, 37, 19, 17]",8,9,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, false, true, true, false, true, true, true, true, true, false, true, true, true, false, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true]",38,0.006043854898305964,0.006043854898305964,0.8910863212356477,0.8971301761339536,0.0,1.0,1.0,0.0022980020730756223,0.8778780029388145,906153984,0,,analytic_cpu
02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,oracle,0,8,"[0, 18, 22, 28, 32, 37, 19, 17, 38]",9,10,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, false, false, true, true, false, true, true, true, true, true, false, true, true, true, false, true, true, true, true, false, false, true, true, true, true, true, true, true, true, true]",26,0.0046005804804456,0.0046005804804456,0.8971301761339536,0.9017307566143992,0.0,1.0,1.0,0.002697001036722213,0.012987999070901424,906153984,0,,analytic_cpu
02691156/162ed8d0d989f3acc1ccec171a275967,random,0,0,[0],1,2,"[false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",13,0.26850001060133094,0.3482213622020308,0.14497312553920544,0.4134731361405364,0.32594407239247164,-0.23658649398704903,0.719887081450337,0.14686299982713535,0.8624929978395812,906297344,0,,analytic_cpu
02691156/162ed8d0d989f3acc1ccec171a275967,random,0,1,"[0, 13]",2,3,"[false, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",16,0.1588311228038932,0.2692958695611726,0.4134731361405364,0.5723042589444296,0.4885574315557815,0.33888374961455436,0.7579288549949411,0.1043029988068156,0.9450150027987547,906297344,0,,analytic_cpu
02691156/162ed8d0d989f3acc1ccec171a275967,random,0,2,"[0, 13, 16]",3,4,"[false, true, true, true, true, true, true, true, true, true, true, true, true, false, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",3,0.18382089628670262,0.2280095074003517,0.5723042589444296,0.7561251552311321,0.22944146646456773,0.04822134387351778,0.50979872823108,0.08851700113154948,0.8597949999966659,906297344,0,,analytic_cpu
02691156/162ed8d0d989f3acc1ccec171a275967,random,0,3,"[0, 13, 16, 3]",4,5,"[false, true, true, false, true, true, true, true, true, true, true, true, true, false, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true]",46,0.03311896965621351,0.08259568294917764,0.7561251552311321,0.7892441248873456,0.7943385556054489,-0.2057787174066244,0.4356889353333548,0.0883169996086508,0.8518030008417554,906297344,0,,analytic_cpu
02691156/162ed8d0d989f3acc1ccec171a275967,random,0,4,"[0, 13, 16, 3, 46]",5,6,"[false, true, true, false, true, true, true, true, true, true, true, true, true, false, true, true, false, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, true, false, true]",43,0.03953157355124758,0.06353058616334908,0.7892441248873456,0.8287756984385932,0.5527799073029903,-0.00558743581999396,0.6426341294542974,0.15745300333946943,0.8605939947301522,906297344,0,,analytic_cpu
